,drug1,drug2,cliff
23191,CHEMBL1964687,CHEMBL1968406,0
23192,CHEMBL1964687,CHEMBL1982135,0
23193,CHEMBL1965131,CHEMBL2003271,0
23194,CHEMBL1965131,CHEMBL2006785,0
23195,CHEMBL1965423,CHEMBL2004419,0
23196,CHEMBL1965507,CHEMBL1970203,0
23197,CHEMBL1965507,CHEMBL1972576,0
23198,CHEMBL1965507,CHEMBL1980144,0
23199,CHEMBL1965507,CHEMBL1988594,0
23200,CHEMBL1965570,CHEMBL1966514,0
23201,CHEMBL1965589,CHEMBL1978200,0
23202,CHEMBL1965631,CHEMBL1977223,0
23203,CHEMBL1965660,CHEMBL1981079,0
23204,CHEMBL1965836,CHEMBL1998159,0
23205,CHEMBL1965988,CHEMBL1973211,0
23206,CHEMBL1965988,CHEMBL1979577,0
23207,CHEMBL1965988,CHEMBL1979883,0
23208,CHEMBL1965988,CHEMBL394619,0
23209,CHEMBL1966279,CHEMBL2000481,0
23210,CHEMBL1966514,CHEMBL1988075,0
23211,CHEMBL1966628,CHEMBL1995813,0
23212,CHEMBL1966722,CHEMBL1975138,0
23213,CHEMBL1966808,CHEMBL2007592,0
23214,CHEMBL1966808,CHEMBL1970806,0
23215,CHEMBL1966816,CHEMBL1980540,0
23216,CHEMBL1967116,CHEMBL1974254,0
23217,CHEMBL1967116,CHEMBL1977148,0
23218,CHEMBL1967116,CHEMBL1979883,0
23219,CHEMBL1967116,CHEMBL1980297,0
23220,CHEMBL1967116,CHEMBL1982466,0
23221,CHEMBL1967116,CHEMBL1988075,0
23222,CHEMBL1967116,CHEMBL1989708,0
23223,CHEMBL1967302,CHEMBL1987679,0
23224,CHEMBL1967531,CHEMBL1983963,0
23225,CHEMBL1967531,CHEMBL1984586,0
23226,CHEMBL1967531,CHEMBL2000335,0
23227,CHEMBL1967531,CHEMBL2005828,0
23228,CHEMBL1967531,CHEMBL211378,0
23229,CHEMBL1967531,CHEMBL262433,0
23230,CHEMBL1967560,CHEMBL1968380,0
23231,CHEMBL1967560,CHEMBL2005375,0
23232,CHEMBL1968127,CHEMBL1976093,0
23233,CHEMBL1968380,CHEMBL2005375,0
23234,CHEMBL1968406,CHEMBL1982135,0
23235,CHEMBL1969049,CHEMBL2004934,0
23236,CHEMBL1969126,CHEMBL2004419,0
23237,CHEMBL1969126,CHEMBL1977374,0
23238,CHEMBL1969126,CHEMBL1988995,0
23239,CHEMBL1969190,CHEMBL1973937,0
23240,CHEMBL1969190,CHEMBL271381,0
23241,CHEMBL1969301,CHEMBL484390,0
23242,CHEMBL1969301,CHEMBL519697,0
23243,CHEMBL1969561,CHEMBL1986970,0
23244,CHEMBL1969561,CHEMBL1996111,0
23245,CHEMBL1969735,CHEMBL1982383,0
23246,CHEMBL1969735,CHEMBL1991395,0
23247,CHEMBL1969735,CHEMBL1995832,0
23248,CHEMBL1969735,CHEMBL2007372,0
23249,CHEMBL1969879,CHEMBL234085,0
23250,CHEMBL1970074,CHEMBL213505,0
23251,CHEMBL1970142,CHEMBL2001485,0
23252,CHEMBL1970189,CHEMBL1979318,0
23253,CHEMBL1970203,CHEMBL1972576,0
23254,CHEMBL1970203,CHEMBL1980144,0
23255,CHEMBL1970203,CHEMBL1988594,0
23256,CHEMBL1970522,CHEMBL1972937,0
23257,CHEMBL1970522,CHEMBL2000354,0
23258,CHEMBL1970709,CHEMBL1973808,0
23259,CHEMBL1971141,CHEMBL220057,0
23260,CHEMBL1971149,CHEMBL1978200,0
23261,CHEMBL1971149,CHEMBL1991678,0
23262,CHEMBL1971149,CHEMBL1996500,0
23263,CHEMBL1971149,CHEMBL2001547,0
23264,CHEMBL1972158,CHEMBL1986499,0
23265,CHEMBL1972158,CHEMBL1999931,1
23266,CHEMBL1972221,CHEMBL1973893,0
23267,CHEMBL1972576,CHEMBL1980144,0
23268,CHEMBL1972576,CHEMBL1988594,0
23269,CHEMBL1972849,CHEMBL1976732,0
23270,CHEMBL1972849,CHEMBL1996587,0
23271,CHEMBL1972849,CHEMBL1977374,0
23272,CHEMBL1972849,CHEMBL1988995,0
23273,CHEMBL1973098,CHEMBL2003286,0
23274,CHEMBL1973145,CHEMBL1983963,0
23275,CHEMBL1973145,CHEMBL2000335,0
23276,CHEMBL1973145,CHEMBL211378,0
23277,CHEMBL1973211,CHEMBL1979577,0
23278,CHEMBL1973211,CHEMBL1979883,0
23279,CHEMBL1973211,CHEMBL1982465,0
23280,CHEMBL1973348,CHEMBL2001751,1
23281,CHEMBL1973808,CHEMBL1972489,0
23282,CHEMBL1973860,CHEMBL1990912,0
23283,CHEMBL1973937,CHEMBL271381,0
23284,CHEMBL1974254,CHEMBL1977148,0
23285,CHEMBL1974254,CHEMBL1982466,0
23286,CHEMBL1974288,CHEMBL1977135,0
23287,CHEMBL1974288,CHEMBL1990254,0
23288,CHEMBL1974288,CHEMBL1998545,0
23289,CHEMBL1974288,CHEMBL1969755,0
23290,CHEMBL1974416,CHEMBL1996979,0
23291,CHEMBL1974870,CHEMBL1991063,0
23292,CHEMBL1974870,CHEMBL2002726,0
23293,CHEMBL1974935,CHEMBL1983945,0
23294,CHEMBL1974935,CHEMBL1993584,0
23295,CHEMBL1975121,CHEMBL1984633,0
23296,CHEMBL1975121,CHEMBL1999428,0
23297,CHEMBL1975121,CHEMBL2004872,0
23298,CHEMBL1975121,CHEMBL2004934,0
23299,CHEMBL1975128,CHEMBL1989646,0
23300,CHEMBL1975256,CHEMBL2004692,0
23301,CHEMBL1975256,CHEMBL1419458,0
23302,CHEMBL1975900,CHEMBL1980489,0
23303,CHEMBL1975900,CHEMBL1983449,0
23304,CHEMBL1976093,CHEMBL1991395,0
23305,CHEMBL1976220,CHEMBL1983963,0
23306,CHEMBL1976220,CHEMBL211378,0
23307,CHEMBL1976220,CHEMBL231209,0
23308,CHEMBL1976220,CHEMBL394619,0
23309,CHEMBL1976220,CHEMBL394790,0
23310,CHEMBL1976240,CHEMBL1990254,0
23311,CHEMBL1976240,CHEMBL2007296,0
23312,CHEMBL1976455,CHEMBL2003817,0
23313,CHEMBL1976732,CHEMBL1996587,0
23314,CHEMBL1976732,CHEMBL1977374,0
23315,CHEMBL1976732,CHEMBL1988995,0
23316,CHEMBL1977135,CHEMBL1990254,0
23317,CHEMBL1977148,CHEMBL1982466,0
23318,CHEMBL1977148,CHEMBL1989708,0
23319,CHEMBL1978200,CHEMBL1982563,0
23320,CHEMBL1978200,CHEMBL1984700,0
23321,CHEMBL1978200,CHEMBL1991678,0
23322,CHEMBL1978200,CHEMBL1996500,0
23323,CHEMBL1978200,CHEMBL2001547,0
23324,CHEMBL1979057,CHEMBL2004771,0
23325,CHEMBL1979093,CHEMBL1984363,0
23326,CHEMBL1979176,CHEMBL1982660,0
23327,CHEMBL1979577,CHEMBL1979883,0
23328,CHEMBL1979577,CHEMBL1982465,0
23329,CHEMBL1979883,CHEMBL1982465,0
23330,CHEMBL1979970,CHEMBL1985406,0
23331,CHEMBL1980144,CHEMBL1988594,0
23332,CHEMBL1980297,CHEMBL1989708,0
23333,CHEMBL1980297,CHEMBL1993941,0
23334,CHEMBL1980489,CHEMBL1994864,0
23335,CHEMBL1981782,CHEMBL1998121,0
23336,CHEMBL1982122,CHEMBL1983534,0
23337,CHEMBL1982361,CHEMBL1983449,0
23338,CHEMBL1982361,CHEMBL1994864,0
23339,CHEMBL1982383,CHEMBL1991395,0
23340,CHEMBL1982383,CHEMBL1991800,0
23341,CHEMBL1982383,CHEMBL1995832,0
23342,CHEMBL1982383,CHEMBL2007372,0
23343,CHEMBL1982466,CHEMBL1988387,0
23344,CHEMBL1982466,CHEMBL1989708,0
23345,CHEMBL1982563,CHEMBL1991678,0
23346,CHEMBL1982563,CHEMBL1996500,0
23347,CHEMBL1982563,CHEMBL2001547,0
23348,CHEMBL1982924,CHEMBL1997764,0
23349,CHEMBL1983025,CHEMBL2001257,0
23350,CHEMBL1983195,CHEMBL1986328,0
23351,CHEMBL1983195,CHEMBL2006156,0
23352,CHEMBL1983945,CHEMBL1993584,0
23353,CHEMBL1983963,CHEMBL1984586,0
23354,CHEMBL1983963,CHEMBL2005828,0
23355,CHEMBL1983963,CHEMBL211378,0
23356,CHEMBL1983963,CHEMBL231209,0
23357,CHEMBL1983963,CHEMBL262433,0
23358,CHEMBL1983963,CHEMBL394619,0
23359,CHEMBL1983963,CHEMBL394790,0
23360,CHEMBL1984363,CHEMBL2000335,0
23361,CHEMBL1984586,CHEMBL2005828,0
23362,CHEMBL1984586,CHEMBL211378,0
23363,CHEMBL1984633,CHEMBL2004872,0
23364,CHEMBL1984700,CHEMBL1991678,0
23365,CHEMBL1984700,CHEMBL1996500,0
23366,CHEMBL1984700,CHEMBL2000429,0
23367,CHEMBL1984700,CHEMBL2001547,0
23368,CHEMBL1985095,CHEMBL592030,1
23369,CHEMBL1986943,CHEMBL1991674,1
23370,CHEMBL1986970,CHEMBL1996111,0
23371,CHEMBL1987007,CHEMBL2005475,0
23372,CHEMBL1988075,CHEMBL1993941,0
23373,CHEMBL1988075,CHEMBL2002165,0
23374,CHEMBL1988163,CHEMBL1993424,0
23375,CHEMBL1989708,CHEMBL2002165,0
23376,CHEMBL1990254,CHEMBL1998545,0
23377,CHEMBL1990254,CHEMBL1969755,0
23378,CHEMBL1991188,CHEMBL2006188,0
23379,CHEMBL1991395,CHEMBL1995832,0
23380,CHEMBL1991395,CHEMBL2007372,0
23381,CHEMBL1991429,CHEMBL2006715,0
23382,CHEMBL1991678,CHEMBL1996500,0
23383,CHEMBL1991678,CHEMBL2000429,0
23384,CHEMBL1991678,CHEMBL2001547,0
23385,CHEMBL1991800,CHEMBL1994040,0
23386,CHEMBL1992342,CHEMBL1997597,0
23387,CHEMBL1992342,CHEMBL2004892,0
23388,CHEMBL1992634,CHEMBL1994074,1
23389,CHEMBL1992922,CHEMBL2000071,0
23390,CHEMBL1993941,CHEMBL2002165,0
23391,CHEMBL1994538,CHEMBL2003817,0
23392,CHEMBL1994830,CHEMBL497151,0
23393,CHEMBL1995832,CHEMBL2007372,0
23394,CHEMBL1996500,CHEMBL2000429,0
23395,CHEMBL1996500,CHEMBL2001547,0
23396,CHEMBL1996587,CHEMBL1977374,0
23397,CHEMBL1996587,CHEMBL1988995,0
23398,CHEMBL1996817,CHEMBL2000071,0
23399,CHEMBL1996979,CHEMBL1998829,0
23400,CHEMBL1997129,CHEMBL226471,1
23401,CHEMBL1997340,CHEMBL1970369,0
23402,CHEMBL1997597,CHEMBL2004892,0
23403,CHEMBL1997846,CHEMBL2006439,0
23404,CHEMBL1998193,CHEMBL2003420,0
23405,CHEMBL1998545,CHEMBL1969755,0
23406,CHEMBL1999931,CHEMBL2003638,0
23407,CHEMBL2000335,CHEMBL2005828,0
23408,CHEMBL2000429,CHEMBL2001547,0
23409,CHEMBL2000894,CHEMBL340921,0
23410,CHEMBL2002165,CHEMBL2004290,0
23411,CHEMBL2002446,CHEMBL387971,0
23412,CHEMBL2003456,CHEMBL526133,0
23413,CHEMBL2004872,CHEMBL2004934,0
23414,CHEMBL2005828,CHEMBL211378,0
23415,CHEMBL2005828,CHEMBL262433,0
23416,CHEMBL2007592,CHEMBL1970806,0
23417,CHEMBL211378,CHEMBL231209,0
23418,CHEMBL211378,CHEMBL262433,0
23419,CHEMBL211378,CHEMBL394619,0
23420,CHEMBL211378,CHEMBL394790,0
23421,CHEMBL231209,CHEMBL394619,0
23422,CHEMBL231209,CHEMBL394790,0
23423,CHEMBL249282,CHEMBL398951,0
23424,CHEMBL256835,CHEMBL95692,0
23425,CHEMBL340384,CHEMBL340921,0
23426,CHEMBL377408,CHEMBL424872,0
23427,CHEMBL394619,CHEMBL394790,0
23428,CHEMBL402846,CHEMBL404367,0
23429,CHEMBL474432,CHEMBL514499,0
23430,CHEMBL484390,CHEMBL519697,0
23431,CHEMBL1966035,CHEMBL1994864,0
23432,CHEMBL1972258,CHEMBL1989518,0
23433,CHEMBL1977374,CHEMBL1988995,0
23434,CHEMBL1983449,CHEMBL1994864,0
23435,CHEMBL1997349,CHEMBL2005112,0
23436,CHEMBL1997349,CHEMBL2006836,0
23437,CHEMBL2004692,CHEMBL1419458,0
23438,CHEMBL244378,CHEMBL396523,0
23439,CHEMBL1090360,CHEMBL1090356,0
23440,CHEMBL1090360,CHEMBL1991429,0
23441,CHEMBL210928,CHEMBL210963,0
23442,CHEMBL210928,CHEMBL378627,0
23443,CHEMBL210963,CHEMBL378627,0
23444,CHEMBL116070,CHEMBL1974310,0
23445,CHEMBL1190711,CHEMBL1998112,0
23446,CHEMBL1242373,CHEMBL1964687,0
23447,CHEMBL1242373,CHEMBL1968406,0
23448,CHEMBL1242373,CHEMBL1982135,0
23449,CHEMBL1682545,CHEMBL1682546,0
23450,CHEMBL1682545,CHEMBL1969843,0
23451,CHEMBL183844,CHEMBL184847,0
23452,CHEMBL183844,CHEMBL185569,0
23453,CHEMBL183844,CHEMBL2004311,0
23454,CHEMBL184847,CHEMBL185569,0
23455,CHEMBL196363,CHEMBL1967531,0
23456,CHEMBL196363,CHEMBL1973145,0
23457,CHEMBL196363,CHEMBL1976220,0
23458,CHEMBL196363,CHEMBL1983963,0
23459,CHEMBL196363,CHEMBL1984586,0
23460,CHEMBL196363,CHEMBL2000335,0
23461,CHEMBL196363,CHEMBL2005828,0
23462,CHEMBL196363,CHEMBL211378,0
23463,CHEMBL196363,CHEMBL231209,0
23464,CHEMBL196363,CHEMBL262433,0
23465,CHEMBL196363,CHEMBL394619,0
23466,CHEMBL196363,CHEMBL394790,0
23467,CHEMBL1964687,CHEMBL1968406,0
23468,CHEMBL1964687,CHEMBL1982135,0
23469,CHEMBL1965131,CHEMBL2003271,0
23470,CHEMBL1965131,CHEMBL2006785,0
23471,CHEMBL1965423,CHEMBL2004419,0
23472,CHEMBL1965507,CHEMBL1970203,0
23473,CHEMBL1965507,CHEMBL1972576,0
23474,CHEMBL1965507,CHEMBL1980144,0
23475,CHEMBL1965507,CHEMBL1988594,0
23476,CHEMBL1965589,CHEMBL1978200,0
23477,CHEMBL1965660,CHEMBL1981079,0
23478,CHEMBL1965836,CHEMBL1998159,0
23479,CHEMBL1966628,CHEMBL1995813,0
23480,CHEMBL1966722,CHEMBL1975138,0
23481,CHEMBL1966808,CHEMBL2007592,0
23482,CHEMBL1967302,CHEMBL1987679,0
23483,CHEMBL1967531,CHEMBL1983963,0
23484,CHEMBL1967531,CHEMBL1984586,0
23485,CHEMBL1967531,CHEMBL2000335,0
23486,CHEMBL1967531,CHEMBL2005828,0
23487,CHEMBL1967531,CHEMBL211378,0
23488,CHEMBL1967531,CHEMBL262433,0
23489,CHEMBL1967560,CHEMBL1968380,0
23490,CHEMBL1967560,CHEMBL2005375,0
23491,CHEMBL1968127,CHEMBL1976093,0
23492,CHEMBL1968380,CHEMBL2005375,0
23493,CHEMBL1968406,CHEMBL1982135,0
23494,CHEMBL1969049,CHEMBL2004934,0
23495,CHEMBL1969126,CHEMBL2004419,0
23496,CHEMBL1969190,CHEMBL1973937,0
23497,CHEMBL1969190,CHEMBL271381,0
23498,CHEMBL1969301,CHEMBL484390,0
23499,CHEMBL1969301,CHEMBL519697,0
23500,CHEMBL1969561,CHEMBL1986970,0
23501,CHEMBL1969561,CHEMBL1996111,0
23502,CHEMBL1969735,CHEMBL1982383,0
23503,CHEMBL1969735,CHEMBL1991395,0
23504,CHEMBL1969735,CHEMBL1995832,0
23505,CHEMBL1969879,CHEMBL234085,0
23506,CHEMBL1970142,CHEMBL2001485,0
23507,CHEMBL1970203,CHEMBL1972576,0
23508,CHEMBL1970203,CHEMBL1980144,0
23509,CHEMBL1970203,CHEMBL1988594,0
23510,CHEMBL1970522,CHEMBL1972937,0
23511,CHEMBL1970522,CHEMBL2000354,0
23512,CHEMBL1970709,CHEMBL1973808,0
23513,CHEMBL1971141,CHEMBL220057,0
23514,CHEMBL1971149,CHEMBL1978200,0
23515,CHEMBL1971149,CHEMBL1991678,0
23516,CHEMBL1971149,CHEMBL1996500,0
23517,CHEMBL1971149,CHEMBL2001547,0
23518,CHEMBL1972158,CHEMBL1986499,0
23519,CHEMBL1972158,CHEMBL1999931,0
23520,CHEMBL1972221,CHEMBL1973893,0
23521,CHEMBL1972576,CHEMBL1980144,0
23522,CHEMBL1972576,CHEMBL1988594,0
23523,CHEMBL1972849,CHEMBL1976732,0
23524,CHEMBL1972849,CHEMBL1996587,0
23525,CHEMBL1973098,CHEMBL2003286,0
23526,CHEMBL1973145,CHEMBL1983963,0
23527,CHEMBL1973145,CHEMBL2000335,0
23528,CHEMBL1973145,CHEMBL211378,0
23529,CHEMBL1973211,CHEMBL1979883,0
23530,CHEMBL1973348,CHEMBL2001751,0
23531,CHEMBL1973808,CHEMBL1972489,0
23532,CHEMBL1973860,CHEMBL1990912,0
23533,CHEMBL1973937,CHEMBL271381,0
23534,CHEMBL1973961,CHEMBL1983268,1
23535,CHEMBL1974254,CHEMBL1977148,0
23536,CHEMBL1974254,CHEMBL1982466,1
23537,CHEMBL1974288,CHEMBL1977135,0
23538,CHEMBL1974288,CHEMBL1990254,0
23539,CHEMBL1974288,CHEMBL1998545,0
23540,CHEMBL1974288,CHEMBL1969755,0
23541,CHEMBL1974416,CHEMBL1996979,0
23542,CHEMBL1974870,CHEMBL1991063,0
23543,CHEMBL1974870,CHEMBL2002726,0
23544,CHEMBL1974935,CHEMBL1983945,0
23545,CHEMBL1974935,CHEMBL1993584,0
23546,CHEMBL1975121,CHEMBL1984633,0
23547,CHEMBL1975121,CHEMBL1999428,0
23548,CHEMBL1975121,CHEMBL2004872,0
23549,CHEMBL1975121,CHEMBL2004934,0
23550,CHEMBL1975128,CHEMBL1989646,0
23551,CHEMBL1975900,CHEMBL1980489,0
23552,CHEMBL1975900,CHEMBL1983449,0
23553,CHEMBL1976093,CHEMBL1991395,0
23554,CHEMBL1976220,CHEMBL1983963,0
23555,CHEMBL1976220,CHEMBL211378,0
23556,CHEMBL1976220,CHEMBL231209,0
23557,CHEMBL1976220,CHEMBL394619,0
23558,CHEMBL1976220,CHEMBL394790,0
23559,CHEMBL1976240,CHEMBL1990254,0
23560,CHEMBL1976240,CHEMBL2007296,0
23561,CHEMBL1976455,CHEMBL2003817,0
23562,CHEMBL1976732,CHEMBL1996587,0
23563,CHEMBL1977135,CHEMBL1990254,0
23564,CHEMBL1977148,CHEMBL1982466,1
23565,CHEMBL1977148,CHEMBL1989708,0
23566,CHEMBL1977148,CHEMBL1986851,1
23567,CHEMBL1978200,CHEMBL1982563,0
23568,CHEMBL1978200,CHEMBL1984700,0
23569,CHEMBL1978200,CHEMBL1991678,0
23570,CHEMBL1978200,CHEMBL1996500,0
23571,CHEMBL1978200,CHEMBL2001547,0
23572,CHEMBL1979057,CHEMBL2004771,0
23573,CHEMBL1979093,CHEMBL1984363,0
23574,CHEMBL1979176,CHEMBL1982660,0
23575,CHEMBL1980144,CHEMBL1988594,0
23576,CHEMBL1980297,CHEMBL1989708,0
23577,CHEMBL1980297,CHEMBL1993941,0
23578,CHEMBL1980297,CHEMBL1986851,1
23579,CHEMBL1980489,CHEMBL1994864,0
23580,CHEMBL1981782,CHEMBL1998121,0
23581,CHEMBL1982122,CHEMBL1983534,0
23582,CHEMBL1982361,CHEMBL1983449,0
23583,CHEMBL1982361,CHEMBL1994864,0
23584,CHEMBL1982383,CHEMBL1991395,0
23585,CHEMBL1982383,CHEMBL1995832,0
23586,CHEMBL1982466,CHEMBL1988387,0
23587,CHEMBL1982466,CHEMBL1989708,1
23588,CHEMBL1982466,CHEMBL1986851,0
23589,CHEMBL1982563,CHEMBL1991678,0
23590,CHEMBL1982563,CHEMBL1996500,0
23591,CHEMBL1982563,CHEMBL2001547,0
23592,CHEMBL1982924,CHEMBL1997764,0
23593,CHEMBL1983945,CHEMBL1993584,0
23594,CHEMBL1983963,CHEMBL1984586,0
23595,CHEMBL1983963,CHEMBL2005828,0
23596,CHEMBL1983963,CHEMBL211378,0
23597,CHEMBL1983963,CHEMBL231209,0
23598,CHEMBL1983963,CHEMBL262433,0
23599,CHEMBL1983963,CHEMBL394619,0
23600,CHEMBL1983963,CHEMBL394790,0
23601,CHEMBL1984363,CHEMBL2000335,0
23602,CHEMBL1984586,CHEMBL2005828,0
23603,CHEMBL1984586,CHEMBL211378,0
23604,CHEMBL1984633,CHEMBL2004872,0
23605,CHEMBL1984700,CHEMBL1991678,0
23606,CHEMBL1984700,CHEMBL1996500,0
23607,CHEMBL1984700,CHEMBL2000429,0
23608,CHEMBL1984700,CHEMBL2001547,0
23609,CHEMBL1985095,CHEMBL592030,0
23610,CHEMBL1986943,CHEMBL1991674,0
23611,CHEMBL1986970,CHEMBL1996111,0
23612,CHEMBL1987007,CHEMBL2005475,0
23613,CHEMBL1988075,CHEMBL1993941,1
23614,CHEMBL1988075,CHEMBL2002165,1
23615,CHEMBL1988075,CHEMBL1970317,0
23616,CHEMBL1988163,CHEMBL1993424,1
23617,CHEMBL1988387,CHEMBL1970317,1
23618,CHEMBL1989708,CHEMBL2002165,0
23619,CHEMBL1989708,CHEMBL1986851,1
23620,CHEMBL1990254,CHEMBL1998545,0
23621,CHEMBL1990254,CHEMBL1969755,0
23622,CHEMBL1991395,CHEMBL1995832,0
23623,CHEMBL1991429,CHEMBL2006715,0
23624,CHEMBL1991678,CHEMBL1996500,0
23625,CHEMBL1991678,CHEMBL2000429,0
23626,CHEMBL1991678,CHEMBL2001547,0
23627,CHEMBL1992342,CHEMBL1997597,0
23628,CHEMBL1992342,CHEMBL2004892,0
23629,CHEMBL1992634,CHEMBL1994074,0
23630,CHEMBL1993941,CHEMBL2002165,0
23631,CHEMBL1993941,CHEMBL1970317,1
23632,CHEMBL1994538,CHEMBL2003817,0
23633,CHEMBL1994830,CHEMBL497151,0
23634,CHEMBL1996500,CHEMBL2000429,0
23635,CHEMBL1996500,CHEMBL2001547,0
23636,CHEMBL1996649,CHEMBL1999414,0
23637,CHEMBL1996649,CHEMBL2004716,0
23638,CHEMBL1996817,CHEMBL2000071,0
23639,CHEMBL1996979,CHEMBL1998829,0
23640,CHEMBL1997597,CHEMBL2004892,0
23641,CHEMBL1997846,CHEMBL2006439,0
23642,CHEMBL1998193,CHEMBL2003420,0
23643,CHEMBL1998545,CHEMBL1969755,0
23644,CHEMBL1999414,CHEMBL2001257,0
23645,CHEMBL1999414,CHEMBL2004716,0
23646,CHEMBL1999931,CHEMBL2003638,0
23647,CHEMBL2000335,CHEMBL2005828,0
23648,CHEMBL2000429,CHEMBL2001547,0
23649,CHEMBL2000894,CHEMBL340921,0
23650,CHEMBL2002165,CHEMBL2004290,0
23651,CHEMBL2002165,CHEMBL1970317,1
23652,CHEMBL2003456,CHEMBL526133,0
23653,CHEMBL2004872,CHEMBL2004934,0
23654,CHEMBL2005828,CHEMBL211378,0
23655,CHEMBL2005828,CHEMBL262433,0
23656,CHEMBL211378,CHEMBL231209,0
23657,CHEMBL211378,CHEMBL262433,0
23658,CHEMBL211378,CHEMBL394619,0
23659,CHEMBL211378,CHEMBL394790,0
23660,CHEMBL231209,CHEMBL394619,0
23661,CHEMBL231209,CHEMBL394790,0
23662,CHEMBL256835,CHEMBL95692,0
23663,CHEMBL340384,CHEMBL340921,0
23664,CHEMBL394619,CHEMBL394790,0
23665,CHEMBL402846,CHEMBL404367,0
23666,CHEMBL484390,CHEMBL519697,0
23667,CHEMBL1983449,CHEMBL1994864,0
23668,CHEMBL244378,CHEMBL396523,0
23669,CHEMBL1090360,CHEMBL1090356,0
23670,CHEMBL1090360,CHEMBL1991429,0
23671,CHEMBL1090360,CHEMBL2001228,0
23672,CHEMBL1090360,CHEMBL2005482,0
23673,CHEMBL206783,CHEMBL207037,0
23674,CHEMBL206783,CHEMBL207246,0
23675,CHEMBL206783,CHEMBL207584,0
23676,CHEMBL206783,CHEMBL207674,0
23677,CHEMBL206783,CHEMBL208292,0
23678,CHEMBL206783,CHEMBL377772,0
23679,CHEMBL206783,CHEMBL380454,0
23680,CHEMBL206955,CHEMBL382638,0
23681,CHEMBL207037,CHEMBL207246,0
23682,CHEMBL207037,CHEMBL207584,0
23683,CHEMBL207037,CHEMBL207674,0
23684,CHEMBL207037,CHEMBL208292,0
23685,CHEMBL207037,CHEMBL377772,0
23686,CHEMBL207037,CHEMBL380454,0
23687,CHEMBL207130,CHEMBL207718,0
23688,CHEMBL207130,CHEMBL383246,0
23689,CHEMBL207130,CHEMBL425601,0
23690,CHEMBL207246,CHEMBL207584,0
23691,CHEMBL207246,CHEMBL207674,0
23692,CHEMBL207246,CHEMBL208292,0
23693,CHEMBL207246,CHEMBL377772,0
23694,CHEMBL207246,CHEMBL380454,0
23695,CHEMBL207445,CHEMBL207815,0
23696,CHEMBL207445,CHEMBL208286,0
23697,CHEMBL207445,CHEMBL379601,0
23698,CHEMBL207445,CHEMBL379905,0
23699,CHEMBL207584,CHEMBL207674,0
23700,CHEMBL207584,CHEMBL208292,0
23701,CHEMBL207584,CHEMBL377772,0
23702,CHEMBL207584,CHEMBL380454,0
23703,CHEMBL207674,CHEMBL208292,0
23704,CHEMBL207674,CHEMBL377772,0
23705,CHEMBL207674,CHEMBL380454,0
23706,CHEMBL207687,CHEMBL208118,0
23707,CHEMBL207687,CHEMBL211003,0
23708,CHEMBL207687,CHEMBL376967,0
23709,CHEMBL207687,CHEMBL380006,0
23710,CHEMBL207687,CHEMBL380386,0
23711,CHEMBL207687,CHEMBL380889,0
23712,CHEMBL207687,CHEMBL382823,0
23713,CHEMBL207718,CHEMBL383246,0
23714,CHEMBL207718,CHEMBL425601,0
23715,CHEMBL208048,CHEMBL208286,0
23716,CHEMBL208048,CHEMBL379905,0
23717,CHEMBL208118,CHEMBL211003,0
23718,CHEMBL208118,CHEMBL376967,0
23719,CHEMBL208118,CHEMBL380006,0
23720,CHEMBL208118,CHEMBL380386,0
23721,CHEMBL208118,CHEMBL380889,0
23722,CHEMBL208118,CHEMBL382823,0
23723,CHEMBL208286,CHEMBL378370,0
23724,CHEMBL208286,CHEMBL379601,0
23725,CHEMBL208286,CHEMBL379905,0
23726,CHEMBL208292,CHEMBL377772,0
23727,CHEMBL208292,CHEMBL380454,0
23728,CHEMBL208637,CHEMBL1970735,0
23729,CHEMBL210032,CHEMBL2006567,0
23730,CHEMBL210618,CHEMBL1982541,0
23731,CHEMBL210928,CHEMBL210963,0
23732,CHEMBL210928,CHEMBL378627,0
23733,CHEMBL210963,CHEMBL378627,0
23734,CHEMBL211003,CHEMBL376967,0
23735,CHEMBL211003,CHEMBL380006,0
23736,CHEMBL211003,CHEMBL380386,0
23737,CHEMBL211003,CHEMBL380889,0
23738,CHEMBL211003,CHEMBL382823,0
23739,CHEMBL223367,CHEMBL373598,0
23740,CHEMBL223367,CHEMBL413779,0
23741,CHEMBL373598,CHEMBL223257,0
23742,CHEMBL373598,CHEMBL413779,0
23743,CHEMBL376967,CHEMBL380006,0
23744,CHEMBL376967,CHEMBL382823,0
23745,CHEMBL377383,CHEMBL377408,0
23746,CHEMBL377383,CHEMBL424872,0
23747,CHEMBL377383,CHEMBL2004355,0
23748,CHEMBL377383,CHEMBL2006581,0
23749,CHEMBL377772,CHEMBL380454,0
23750,CHEMBL378370,CHEMBL379905,0
23751,CHEMBL379601,CHEMBL379905,0
23752,CHEMBL380006,CHEMBL382823,0
23753,CHEMBL380386,CHEMBL382823,0
23754,CHEMBL382822,CHEMBL383760,0
23755,CHEMBL383246,CHEMBL425601,0
23756,CHEMBL395080,CHEMBL1985566,0
23757,CHEMBL590109,CHEMBL1985095,1
23758,CHEMBL590109,CHEMBL592030,0
23759,CHEMBL1090356,CHEMBL2001228,0
23760,CHEMBL1090356,CHEMBL2005482,0
23761,CHEMBL116070,CHEMBL1974310,0
