target,drug1,drug2,affinity1,affinity2
Q04759,CHEMBL335932,CHEMBL434037,12.986056648,11.923908741
Q04759,CHEMBL336603,CHEMBL338966,9.798970004,10.869551079
Q04759,CHEMBL336626,CHEMBL338966,9.798970004,10.869551079
Q04759,CHEMBL337026,CHEMBL338155,14.145757491,13.117728767
Q04759,CHEMBL337026,CHEMBL339799,14.145757491,12.69345982
Q04759,CHEMBL337026,CHEMBL423731,14.145757491,11.622878745
Q04759,CHEMBL337027,CHEMBL338944,13.497940009,12.344125144
Q04759,CHEMBL337027,CHEMBL339364,13.497940009,12.351811973
Q04759,CHEMBL337027,CHEMBL434415,13.497940009,12.300659451
Q04759,CHEMBL337035,CHEMBL339364,13.487216143,12.351811973
Q04759,CHEMBL337035,CHEMBL434415,13.487216143,12.300659451
Q04759,CHEMBL337297,CHEMBL338944,13.543697499,12.344125144
Q04759,CHEMBL337297,CHEMBL339364,13.543697499,12.351811973
Q04759,CHEMBL337297,CHEMBL434415,13.543697499,12.300659451
Q04759,CHEMBL337642,CHEMBL340259,11.1,13.287086643
Q04759,CHEMBL337642,CHEMBL340935,11.1,12.178313525
Q04759,CHEMBL338049,CHEMBL339799,13.986056648,12.69345982
Q04759,CHEMBL338049,CHEMBL423731,13.986056648,11.622878745
Q04759,CHEMBL338449,CHEMBL338935,12.555931956,13.953871964
Q04759,CHEMBL338935,CHEMBL339364,13.953871964,12.351811973
Q04759,CHEMBL338935,CHEMBL434415,13.953871964,12.300659451
Q04759,CHEMBL338935,CHEMBL444337,13.953871964,12.685026652
Q04759,CHEMBL338944,CHEMBL338956,12.344125144,13.622878745
Q04759,CHEMBL338956,CHEMBL339364,13.622878745,12.351811973
Q04759,CHEMBL338956,CHEMBL434415,13.622878745,12.300659451
Q04759,CHEMBL338966,CHEMBL433855,10.869551079,9.798970004
Q04759,CHEMBL338966,CHEMBL435191,10.869551079,9.798970004
Q04759,CHEMBL339799,CHEMBL423731,12.69345982,11.622878745
Q04759,CHEMBL339799,CHEMBL574737,12.69345982,13.897412227
Q04759,CHEMBL340259,CHEMBL340776,13.287086643,11.1
Q04759,CHEMBL340259,CHEMBL340935,13.287086643,12.178313525
Q04759,CHEMBL340776,CHEMBL340935,11.1,12.178313525
Q04759,CHEMBL348586,CHEMBL350143,13.798970004,12.622878745
Q04759,CHEMBL365598,CHEMBL60254,13.196910013,14.37572413
Q04759,CHEMBL38380,CHEMBL75773,12.299998172,11.020818754
Q04759,CHEMBL407100,CHEMBL415414,10.224938737,11.356133347
Q04759,CHEMBL423731,CHEMBL574737,11.622878745,13.897412227
Q04759,CHEMBL423731,CHEMBL83790,11.622878745,14.757577319
Q04759,CHEMBL55382,CHEMBL83790,12.757577319,14.757577319
Q04759,CHEMBL7939,CHEMBL8163,10.594850022,9.401029996
Q04759,CHEMBL95737,CHEMBL97768,10.1,11.401029996
Q04759,CHEMBL95812,CHEMBL99572,10.078810701,11.196910013
Q04759,CHEMBL97448,CHEMBL97768,10.058607315,11.401029996
Q04759,CHEMBL97768,CHEMBL97796,11.401029996,10.020818754
Q05513,CHEMBL104264,CHEMBL1987756,10.598940738,11.599999679
Q05513,CHEMBL112602,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL130049,CHEMBL293750,12.844727495,10.351811973
Q05513,CHEMBL130049,CHEMBL338935,12.844727495,13.953871964
Q05513,CHEMBL130181,CHEMBL337026,12.728932138,14.145757491
Q05513,CHEMBL130181,CHEMBL338049,12.728932138,13.986056648
Q05513,CHEMBL130181,CHEMBL574737,12.728932138,13.897412227
Q05513,CHEMBL131193,CHEMBL335012,12.25490196,13.608638306
Q05513,CHEMBL131193,CHEMBL337297,12.25490196,13.543697499
Q05513,CHEMBL131193,CHEMBL338956,12.25490196,13.622878745
Q05513,CHEMBL131426,CHEMBL293750,12.821246399,10.351811973
Q05513,CHEMBL131426,CHEMBL338935,12.821246399,13.953871964
Q05513,CHEMBL131456,CHEMBL335020,10.1,13.122276395
Q05513,CHEMBL131456,CHEMBL338956,10.1,13.622878745
Q05513,CHEMBL131715,CHEMBL335012,12.555931956,13.608638306
Q05513,CHEMBL131715,CHEMBL338956,12.555931956,13.622878745
Q05513,CHEMBL132348,CHEMBL293750,13.437242168,10.351811973
Q05513,CHEMBL132348,CHEMBL434415,13.437242168,12.300659451
Q05513,CHEMBL133209,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL134536,CHEMBL334337,10.32184875,11.622878745
Q05513,CHEMBL135491,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL135881,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL162621,CHEMBL354246,14.798970004,13.58148606
Q05513,CHEMBL193697,CHEMBL60254,12.293820026,13.855032024
Q05513,CHEMBL1973348,CHEMBL2001751,11.200000128,12.299998172
Q05513,CHEMBL197538,CHEMBL200381,10.622878745,9.497940009
Q05513,CHEMBL1980995,CHEMBL293750,13.399988938,10.351811973
Q05513,CHEMBL1980995,CHEMBL294653,13.399988938,11.336572006
Q05513,CHEMBL1980995,CHEMBL423731,13.399988938,11.622878745
Q05513,CHEMBL1980995,CHEMBL83790,13.399988938,14.757577319
Q05513,CHEMBL1994361,CHEMBL2001751,11.200000128,12.299998172
Q05513,CHEMBL266487,CHEMBL329274,12.821246399,14.1
Q05513,CHEMBL277008,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL291975,CHEMBL55394,10.1,11.145757491
Q05513,CHEMBL293750,CHEMBL335648,10.351811973,13.594850022
Q05513,CHEMBL293750,CHEMBL337026,10.351811973,14.145757491
Q05513,CHEMBL293750,CHEMBL337035,10.351811973,13.487216143
Q05513,CHEMBL293750,CHEMBL338049,10.351811973,13.986056648
Q05513,CHEMBL293750,CHEMBL338935,10.351811973,13.953871964
Q05513,CHEMBL293750,CHEMBL339799,10.351811973,12.69345982
Q05513,CHEMBL293750,CHEMBL423731,10.351811973,11.622878745
Q05513,CHEMBL293750,CHEMBL574737,10.351811973,13.897412227
Q05513,CHEMBL294653,CHEMBL337026,11.336572006,14.145757491
Q05513,CHEMBL294653,CHEMBL338049,11.336572006,13.986056648
Q05513,CHEMBL294653,CHEMBL339799,11.336572006,12.69345982
Q05513,CHEMBL294653,CHEMBL574737,11.336572006,13.897412227
Q05513,CHEMBL294653,CHEMBL83790,11.336572006,14.757577319
Q05513,CHEMBL300549,CHEMBL55394,10.1,11.145757491
Q05513,CHEMBL324765,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL327291,CHEMBL95737,11.196910013,10.1
Q05513,CHEMBL327291,CHEMBL97026,11.196910013,10.145757491
Q05513,CHEMBL327291,CHEMBL97448,11.196910013,10.058607315
Q05513,CHEMBL327291,CHEMBL97796,11.196910013,10.020818754
Q05513,CHEMBL334337,CHEMBL334461,11.622878745,9.923908741
Q05513,CHEMBL334337,CHEMBL338967,11.622878745,9.798970004
Q05513,CHEMBL334337,CHEMBL405405,11.622878745,9.986056648
Q05513,CHEMBL334360,CHEMBL334461,11.020818754,9.923908741
Q05513,CHEMBL334360,CHEMBL338967,11.020818754,9.798970004
Q05513,CHEMBL334360,CHEMBL405405,11.020818754,9.986056648
Q05513,CHEMBL335012,CHEMBL338449,13.608638306,12.555931956
Q05513,CHEMBL335012,CHEMBL338944,13.608638306,12.344125144
Q05513,CHEMBL335012,CHEMBL339364,13.608638306,12.351811973
Q05513,CHEMBL335012,CHEMBL434415,13.608638306,12.300659451
Q05513,CHEMBL335020,CHEMBL434037,13.122276395,11.923908741
Q05513,CHEMBL335932,CHEMBL434037,12.986056648,11.923908741
Q05513,CHEMBL336603,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL336626,CHEMBL338966,9.798970004,10.869551079
Q05513,CHEMBL337026,CHEMBL338155,14.145757491,13.117728767
Q05513,CHEMBL337026,CHEMBL339799,14.145757491,12.69345982
Q05513,CHEMBL337026,CHEMBL423731,14.145757491,11.622878745
Q05513,CHEMBL337027,CHEMBL338944,13.497940009,12.344125144
Q05513,CHEMBL337027,CHEMBL339364,13.497940009,12.351811973
Q05513,CHEMBL337027,CHEMBL434415,13.497940009,12.300659451
Q05513,CHEMBL337035,CHEMBL339364,13.487216143,12.351811973
Q05513,CHEMBL337035,CHEMBL434415,13.487216143,12.300659451
Q05513,CHEMBL337297,CHEMBL338944,13.543697499,12.344125144
Q05513,CHEMBL337297,CHEMBL339364,13.543697499,12.351811973
Q05513,CHEMBL337297,CHEMBL434415,13.543697499,12.300659451
Q05513,CHEMBL338049,CHEMBL339799,13.986056648,12.69345982
Q05513,CHEMBL338049,CHEMBL423731,13.986056648,11.622878745
Q05513,CHEMBL338449,CHEMBL338935,12.555931956,13.953871964
Q05513,CHEMBL338935,CHEMBL339364,13.953871964,12.351811973
Q05513,CHEMBL338935,CHEMBL434415,13.953871964,12.300659451
Q05513,CHEMBL338935,CHEMBL444337,13.953871964,12.685026652
Q05513,CHEMBL338944,CHEMBL338956,12.344125144,13.622878745
Q05513,CHEMBL338956,CHEMBL339364,13.622878745,12.351811973
Q05513,CHEMBL338956,CHEMBL434415,13.622878745,12.300659451
Q05513,CHEMBL338966,CHEMBL433855,10.869551079,9.798970004
Q05513,CHEMBL338966,CHEMBL435191,10.869551079,9.798970004
Q05513,CHEMBL339799,CHEMBL423731,12.69345982,11.622878745
Q05513,CHEMBL339799,CHEMBL574737,12.69345982,13.897412227
Q05513,CHEMBL348586,CHEMBL350143,13.798970004,12.622878745
Q05513,CHEMBL407100,CHEMBL415414,10.224938737,11.356133347
Q05513,CHEMBL423731,CHEMBL574737,11.622878745,13.897412227
Q05513,CHEMBL423731,CHEMBL83790,11.622878745,14.757577319
Q05513,CHEMBL55382,CHEMBL83790,12.757577319,14.757577319
Q05513,CHEMBL7939,CHEMBL8163,10.594850022,9.401029996
Q05513,CHEMBL95737,CHEMBL97768,10.1,11.401029996
Q05513,CHEMBL95812,CHEMBL99572,10.078810701,11.196910013
Q05513,CHEMBL97448,CHEMBL97768,10.058607315,11.401029996
Q05513,CHEMBL97768,CHEMBL97796,11.401029996,10.020818754
Q05655,CHEMBL104264,CHEMBL1987756,10.598940738,12.399997603
Q05655,CHEMBL112602,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL1202927,CHEMBL26501,11.798970004,13.864471553
Q05655,CHEMBL130049,CHEMBL293750,12.844727495,10.351811973
Q05655,CHEMBL130049,CHEMBL338935,12.844727495,13.953871964
Q05655,CHEMBL130181,CHEMBL337026,12.728932138,14.145757491
Q05655,CHEMBL130181,CHEMBL338049,12.728932138,13.986056648
Q05655,CHEMBL130181,CHEMBL574737,12.728932138,13.897412227
Q05655,CHEMBL131193,CHEMBL335012,12.25490196,13.608638306
Q05655,CHEMBL131193,CHEMBL337297,12.25490196,13.543697499
Q05655,CHEMBL131193,CHEMBL338956,12.25490196,13.622878745
Q05655,CHEMBL131426,CHEMBL1980995,12.821246399,14.600312917
Q05655,CHEMBL131426,CHEMBL293750,12.821246399,10.351811973
Q05655,CHEMBL131426,CHEMBL338935,12.821246399,13.953871964
Q05655,CHEMBL131456,CHEMBL335020,10.1,13.122276395
Q05655,CHEMBL131456,CHEMBL338956,10.1,13.622878745
Q05655,CHEMBL131715,CHEMBL335012,12.555931956,13.608638306
Q05655,CHEMBL131715,CHEMBL338956,12.555931956,13.622878745
Q05655,CHEMBL132348,CHEMBL293750,13.437242168,10.351811973
Q05655,CHEMBL132348,CHEMBL434415,13.437242168,12.300659451
Q05655,CHEMBL133209,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL134536,CHEMBL334337,10.32184875,11.622878745
Q05655,CHEMBL135491,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL135881,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL162621,CHEMBL354246,14.798970004,13.58148606
Q05655,CHEMBL1682346,CHEMBL1984432,12.399997603,11.200000128
Q05655,CHEMBL193697,CHEMBL60254,12.293820026,14.100356125
Q05655,CHEMBL1966524,CHEMBL383264,13.399988938,11.314670165
Q05655,CHEMBL1966628,CHEMBL1995813,14.600312917,12.799991797
Q05655,CHEMBL1969755,CHEMBL1974288,11.200000128,12.399997603
Q05655,CHEMBL1969755,CHEMBL1990254,11.200000128,13.899970733
Q05655,CHEMBL1972840,CHEMBL383264,12.499996913,11.314670165
Q05655,CHEMBL1973348,CHEMBL2001751,11.300000237,13.8000571
Q05655,CHEMBL1974288,CHEMBL1990254,12.399997603,13.899970733
Q05655,CHEMBL1974288,CHEMBL1998545,12.399997603,11.200000128
Q05655,CHEMBL1974457,CHEMBL1975787,11.200000128,12.399997603
Q05655,CHEMBL197538,CHEMBL200381,10.622878745,9.497940009
Q05655,CHEMBL1976240,CHEMBL2007296,13.699980365,12.1
Q05655,CHEMBL1977135,CHEMBL1990254,11.999998417,13.899970733
Q05655,CHEMBL1979057,CHEMBL2004771,11.200000128,12.899998135
Q05655,CHEMBL1980995,CHEMBL293750,14.600312917,10.351811973
Q05655,CHEMBL1980995,CHEMBL294653,14.600312917,11.336572006
Q05655,CHEMBL1980995,CHEMBL339799,14.600312917,12.69345982
Q05655,CHEMBL1980995,CHEMBL423731,14.600312917,11.622878745
Q05655,CHEMBL1985095,CHEMBL592030,11.400000202,12.599996932
Q05655,CHEMBL1987679,CHEMBL383264,12.699997654,11.314670165
Q05655,CHEMBL1990254,CHEMBL1998545,13.899970733,11.200000128
Q05655,CHEMBL1994361,CHEMBL2001751,11.800000504,13.8000571
Q05655,CHEMBL1997846,CHEMBL2006439,12.599996932,11.200000128
Q05655,CHEMBL26501,CHEMBL421565,13.864471553,12.32184875
Q05655,CHEMBL266487,CHEMBL329274,12.821246399,14.1
Q05655,CHEMBL277008,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL291975,CHEMBL55394,11.47675071,12.497940009
Q05655,CHEMBL293750,CHEMBL335648,10.351811973,13.594850022
Q05655,CHEMBL293750,CHEMBL337026,10.351811973,14.145757491
Q05655,CHEMBL293750,CHEMBL337035,10.351811973,13.487216143
Q05655,CHEMBL293750,CHEMBL338049,10.351811973,13.986056648
Q05655,CHEMBL293750,CHEMBL338935,10.351811973,13.953871964
Q05655,CHEMBL293750,CHEMBL339799,10.351811973,12.69345982
Q05655,CHEMBL293750,CHEMBL423731,10.351811973,11.622878745
Q05655,CHEMBL293750,CHEMBL574737,10.351811973,13.897412227
Q05655,CHEMBL294653,CHEMBL337026,11.336572006,14.145757491
Q05655,CHEMBL294653,CHEMBL338049,11.336572006,13.986056648
Q05655,CHEMBL294653,CHEMBL339799,11.336572006,12.69345982
Q05655,CHEMBL294653,CHEMBL574737,11.336572006,13.897412227
Q05655,CHEMBL294653,CHEMBL83790,11.336572006,14.757577319
Q05655,CHEMBL300549,CHEMBL55394,11.32184875,12.497940009
Q05655,CHEMBL324765,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL327291,CHEMBL95737,11.196910013,10.1
Q05655,CHEMBL327291,CHEMBL97026,11.196910013,10.145757491
Q05655,CHEMBL327291,CHEMBL97448,11.196910013,10.058607315
Q05655,CHEMBL327291,CHEMBL97796,11.196910013,10.020818754
Q05655,CHEMBL334337,CHEMBL334461,11.622878745,9.923908741
Q05655,CHEMBL334337,CHEMBL338967,11.622878745,9.798970004
Q05655,CHEMBL334337,CHEMBL405405,11.622878745,9.986056648
Q05655,CHEMBL334360,CHEMBL334461,11.020818754,9.923908741
Q05655,CHEMBL334360,CHEMBL338967,11.020818754,9.798970004
Q05655,CHEMBL334360,CHEMBL405405,11.020818754,9.986056648
Q05655,CHEMBL335012,CHEMBL338449,13.608638306,12.555931956
Q05655,CHEMBL335012,CHEMBL338944,13.608638306,12.344125144
Q05655,CHEMBL335012,CHEMBL339364,13.608638306,12.351811973
Q05655,CHEMBL335012,CHEMBL434415,13.608638306,12.300659451
Q05655,CHEMBL335020,CHEMBL434037,13.122276395,11.923908741
Q05655,CHEMBL335932,CHEMBL434037,12.986056648,11.923908741
Q05655,CHEMBL336603,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL336626,CHEMBL338966,9.798970004,10.869551079
Q05655,CHEMBL337026,CHEMBL338155,14.145757491,13.117728767
Q05655,CHEMBL337026,CHEMBL339799,14.145757491,12.69345982
Q05655,CHEMBL337026,CHEMBL423731,14.145757491,11.622878745
Q05655,CHEMBL337027,CHEMBL338944,13.497940009,12.344125144
Q05655,CHEMBL337027,CHEMBL339364,13.497940009,12.351811973
Q05655,CHEMBL337027,CHEMBL434415,13.497940009,12.300659451
Q05655,CHEMBL337035,CHEMBL339364,13.487216143,12.351811973
Q05655,CHEMBL337035,CHEMBL434415,13.487216143,12.300659451
Q05655,CHEMBL337297,CHEMBL338944,13.543697499,12.344125144
Q05655,CHEMBL337297,CHEMBL339364,13.543697499,12.351811973
Q05655,CHEMBL337297,CHEMBL434415,13.543697499,12.300659451
Q05655,CHEMBL338049,CHEMBL339799,13.986056648,12.69345982
Q05655,CHEMBL338049,CHEMBL423731,13.986056648,11.622878745
Q05655,CHEMBL338449,CHEMBL338935,12.555931956,13.953871964
Q05655,CHEMBL338935,CHEMBL339364,13.953871964,12.351811973
Q05655,CHEMBL338935,CHEMBL434415,13.953871964,12.300659451
Q05655,CHEMBL338935,CHEMBL444337,13.953871964,12.685026652
Q05655,CHEMBL338944,CHEMBL338956,12.344125144,13.622878745
Q05655,CHEMBL338956,CHEMBL339364,13.622878745,12.351811973
Q05655,CHEMBL338956,CHEMBL434415,13.622878745,12.300659451
Q05655,CHEMBL338966,CHEMBL433855,10.869551079,9.798970004
Q05655,CHEMBL338966,CHEMBL435191,10.869551079,9.798970004
Q05655,CHEMBL339799,CHEMBL423731,12.69345982,11.622878745
Q05655,CHEMBL339799,CHEMBL574737,12.69345982,13.897412227
Q05655,CHEMBL340384,CHEMBL340921,13.899970733,12.699997654
Q05655,CHEMBL348586,CHEMBL350143,13.798970004,12.622878745
Q05655,CHEMBL407100,CHEMBL415414,10.224938737,11.356133347
Q05655,CHEMBL423731,CHEMBL574737,11.622878745,13.897412227
Q05655,CHEMBL423731,CHEMBL83790,11.622878745,14.757577319
Q05655,CHEMBL55382,CHEMBL83790,12.757577319,14.757577319
Q05655,CHEMBL7939,CHEMBL8163,10.594850022,9.401029996
Q05655,CHEMBL95737,CHEMBL97768,10.1,11.401029996
Q05655,CHEMBL95812,CHEMBL99572,10.078810701,11.196910013
Q05655,CHEMBL97448,CHEMBL97768,10.058607315,11.401029996
Q05655,CHEMBL97768,CHEMBL97796,11.401029996,10.020818754
P24723,CHEMBL112602,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL1202927,CHEMBL26501,11.798970004,13.864471553
P24723,CHEMBL130049,CHEMBL293750,12.844727495,10.351811973
P24723,CHEMBL130049,CHEMBL338935,12.844727495,13.953871964
P24723,CHEMBL130181,CHEMBL337026,12.728932138,14.145757491
P24723,CHEMBL130181,CHEMBL338049,12.728932138,13.986056648
P24723,CHEMBL130181,CHEMBL574737,12.728932138,13.897412227
P24723,CHEMBL131193,CHEMBL335012,12.25490196,13.608638306
P24723,CHEMBL131193,CHEMBL337297,12.25490196,13.543697499
P24723,CHEMBL131193,CHEMBL338956,12.25490196,13.622878745
P24723,CHEMBL131426,CHEMBL293750,12.821246399,10.351811973
P24723,CHEMBL131426,CHEMBL338935,12.821246399,13.953871964
P24723,CHEMBL131456,CHEMBL335020,10.1,13.122276395
P24723,CHEMBL131456,CHEMBL338956,10.1,13.622878745
P24723,CHEMBL131715,CHEMBL335012,12.555931956,13.608638306
P24723,CHEMBL131715,CHEMBL338956,12.555931956,13.622878745
P24723,CHEMBL132348,CHEMBL293750,13.437242168,10.351811973
P24723,CHEMBL132348,CHEMBL434415,13.437242168,12.300659451
P24723,CHEMBL133209,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL134536,CHEMBL334337,10.32184875,11.622878745
P24723,CHEMBL135491,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL135881,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL162621,CHEMBL354246,14.798970004,13.58148606
P24723,CHEMBL193697,CHEMBL60254,12.293820026,14.127772578
P24723,CHEMBL197538,CHEMBL200381,10.622878745,9.497940009
P24723,CHEMBL26501,CHEMBL421565,13.864471553,12.32184875
P24723,CHEMBL266487,CHEMBL329274,12.821246399,14.1
P24723,CHEMBL277008,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL291975,CHEMBL300549,13.47675071,12.401029996
P24723,CHEMBL293750,CHEMBL335648,10.351811973,13.594850022
P24723,CHEMBL293750,CHEMBL337026,10.351811973,14.145757491
P24723,CHEMBL293750,CHEMBL337035,10.351811973,13.487216143
P24723,CHEMBL293750,CHEMBL338049,10.351811973,13.986056648
P24723,CHEMBL293750,CHEMBL338935,10.351811973,13.953871964
P24723,CHEMBL293750,CHEMBL339799,10.351811973,12.69345982
P24723,CHEMBL293750,CHEMBL423731,10.351811973,11.622878745
P24723,CHEMBL293750,CHEMBL574737,10.351811973,13.897412227
P24723,CHEMBL294653,CHEMBL337026,11.336572006,14.145757491
P24723,CHEMBL294653,CHEMBL338049,11.336572006,13.986056648
P24723,CHEMBL294653,CHEMBL339799,11.336572006,12.69345982
P24723,CHEMBL294653,CHEMBL574737,11.336572006,13.897412227
P24723,CHEMBL294653,CHEMBL83790,11.336572006,14.757577319
P24723,CHEMBL324765,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL327291,CHEMBL95737,11.196910013,10.1
P24723,CHEMBL327291,CHEMBL97026,11.196910013,10.145757491
P24723,CHEMBL327291,CHEMBL97448,11.196910013,10.058607315
P24723,CHEMBL327291,CHEMBL97796,11.196910013,10.020818754
P24723,CHEMBL334337,CHEMBL334461,11.622878745,9.923908741
P24723,CHEMBL334337,CHEMBL338967,11.622878745,9.798970004
P24723,CHEMBL334337,CHEMBL405405,11.622878745,9.986056648
P24723,CHEMBL334360,CHEMBL334461,11.020818754,9.923908741
P24723,CHEMBL334360,CHEMBL338967,11.020818754,9.798970004
P24723,CHEMBL334360,CHEMBL405405,11.020818754,9.986056648
P24723,CHEMBL335012,CHEMBL338449,13.608638306,12.555931956
P24723,CHEMBL335012,CHEMBL338944,13.608638306,12.344125144
P24723,CHEMBL335012,CHEMBL339364,13.608638306,12.351811973
P24723,CHEMBL335012,CHEMBL434415,13.608638306,12.300659451
P24723,CHEMBL335020,CHEMBL434037,13.122276395,11.923908741
P24723,CHEMBL335932,CHEMBL434037,12.986056648,11.923908741
P24723,CHEMBL336603,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL336626,CHEMBL338966,9.798970004,10.869551079
P24723,CHEMBL337026,CHEMBL338155,14.145757491,13.117728767
P24723,CHEMBL337026,CHEMBL339799,14.145757491,12.69345982
P24723,CHEMBL337026,CHEMBL423731,14.145757491,11.622878745
P24723,CHEMBL337027,CHEMBL338944,13.497940009,12.344125144
P24723,CHEMBL337027,CHEMBL339364,13.497940009,12.351811973
P24723,CHEMBL337027,CHEMBL434415,13.497940009,12.300659451
P24723,CHEMBL337035,CHEMBL339364,13.487216143,12.351811973
P24723,CHEMBL337035,CHEMBL434415,13.487216143,12.300659451
P24723,CHEMBL337297,CHEMBL338944,13.543697499,12.344125144
P24723,CHEMBL337297,CHEMBL339364,13.543697499,12.351811973
P24723,CHEMBL337297,CHEMBL434415,13.543697499,12.300659451
P24723,CHEMBL338049,CHEMBL339799,13.986056648,12.69345982
P24723,CHEMBL338049,CHEMBL423731,13.986056648,11.622878745
P24723,CHEMBL338449,CHEMBL338935,12.555931956,13.953871964
P24723,CHEMBL338935,CHEMBL339364,13.953871964,12.351811973
P24723,CHEMBL338935,CHEMBL434415,13.953871964,12.300659451
P24723,CHEMBL338935,CHEMBL444337,13.953871964,12.685026652
P24723,CHEMBL338944,CHEMBL338956,12.344125144,13.622878745
P24723,CHEMBL338956,CHEMBL339364,13.622878745,12.351811973
P24723,CHEMBL338956,CHEMBL434415,13.622878745,12.300659451
P24723,CHEMBL338966,CHEMBL433855,10.869551079,9.798970004
P24723,CHEMBL338966,CHEMBL435191,10.869551079,9.798970004
P24723,CHEMBL339799,CHEMBL423731,12.69345982,11.622878745
P24723,CHEMBL339799,CHEMBL574737,12.69345982,13.897412227
P24723,CHEMBL348586,CHEMBL350143,13.798970004,12.622878745
P24723,CHEMBL407100,CHEMBL415414,10.224938737,11.356133347
P24723,CHEMBL423731,CHEMBL574737,11.622878745,13.897412227
P24723,CHEMBL423731,CHEMBL83790,11.622878745,14.757577319
P24723,CHEMBL55382,CHEMBL83790,12.757577319,14.757577319
P24723,CHEMBL7939,CHEMBL8163,10.594850022,9.401029996
P24723,CHEMBL95737,CHEMBL97768,10.1,11.401029996
P24723,CHEMBL95812,CHEMBL99572,10.078810701,11.196910013
P24723,CHEMBL97448,CHEMBL97768,10.058607315,11.401029996
P24723,CHEMBL97768,CHEMBL97796,11.401029996,10.020818754
P16234,CHEMBL1651523,CHEMBL1668418,12.456547324,13.668636236
P16234,CHEMBL177688,CHEMBL191336,12.543697499,11.1
P16234,CHEMBL1964441,CHEMBL1979577,14.700326279,11.1
P16234,CHEMBL1965033,CHEMBL1997892,11.699999383,12.799991797
P16234,CHEMBL1967998,CHEMBL1973516,12.899998135,11.749999943
P16234,CHEMBL1969156,CHEMBL1975212,10.300000031,12.399997603
P16234,CHEMBL1973516,CHEMBL1979690,11.749999943,12.799991797
P16234,CHEMBL1978166,CHEMBL1979577,13.8000571,11.1
P16234,CHEMBL1980297,CHEMBL1986851,15.200179498,13.699980365
P16234,CHEMBL1983640,CHEMBL2007266,14.600312917,13.1
P16234,CHEMBL1999414,CHEMBL2001257,14.999629455,12.699997654
P16234,CHEMBL214253,CHEMBL379975,10.401029996,11.699999383
P16234,CHEMBL568922,CHEMBL576887,12.622878745,11.25490196
P16234,CHEMBL568922,CHEMBL576989,12.622878745,11.25490196
P16234,CHEMBL568922,CHEMBL578601,12.622878745,11.25490196
P17948,CHEMBL1090356,CHEMBL2001228,13.8000571,11.500000186
P17948,CHEMBL1242373,CHEMBL1982135,14.299970641,12.499996913
P17948,CHEMBL1271480,CHEMBL1271533,12.427902142,13.497940009
P17948,CHEMBL1271532,CHEMBL324153,14.497940009,13.193209506
P17948,CHEMBL1271533,CHEMBL1271641,13.497940009,14.798970004
P17948,CHEMBL183844,CHEMBL184847,14.200179498,12.499996913
P17948,CHEMBL183844,CHEMBL2004311,14.200179498,13.200015437
P17948,CHEMBL184847,CHEMBL185569,12.499996913,14.500116928
P17948,CHEMBL196363,CHEMBL1967531,14.798970004,13.399988938
P17948,CHEMBL196363,CHEMBL1984586,14.798970004,12.899998135
P17948,CHEMBL196363,CHEMBL2005828,14.798970004,13.500007822
P17948,CHEMBL1964307,CHEMBL1976328,14.200179498,13.000008766
P17948,CHEMBL1964307,CHEMBL1994638,14.200179498,15.999629455
P17948,CHEMBL1964307,CHEMBL220057,14.200179498,15.299970641
P17948,CHEMBL1964307,CHEMBL272938,14.200179498,16.400162274
P17948,CHEMBL1964307,CHEMBL373798,14.200179498,15.901342913
P17948,CHEMBL1964307,CHEMBL409349,14.200179498,15.700326279
P17948,CHEMBL1964441,CHEMBL1965988,13.500007822,15.500116928
P17948,CHEMBL1964441,CHEMBL1969102,13.500007822,15.700326279
P17948,CHEMBL1964441,CHEMBL1973211,13.500007822,15.200179498
P17948,CHEMBL1964441,CHEMBL1979577,13.500007822,15.1
P17948,CHEMBL1964441,CHEMBL1979883,13.500007822,15.200179498
P17948,CHEMBL1964441,CHEMBL1982465,13.500007822,15.1
P17948,CHEMBL1964444,CHEMBL1982660,11.800000504,13.000008766
P17948,CHEMBL1964687,CHEMBL1982135,14.1,12.499996913
